date,ticker,prediction,prix_au_moment,erreur_constatee
2026-02-01 11:29:41.931074,BTC-USD,78369.5,Erreur analyse
2026-02-01 11:35:08.980725,BTC-USD,78447.7890625,Erreur analyse
2026-02-01 11:40:30.747088,BTC-USD,78646.8125,Erreur: 404 models/gemini-pro is not found for API version
2026-02-01 11:48:41.815162,BTC-USD,78738.0859375,Erreur: 404 models/gemini-pro is not found for API version
2026-02-01 11:56:43.669144,BTC-USD,78669.3984375,Erreur: 404 models/gemini-pro is not found for API version
2026-02-01 12:29:46.966215,BTC-USD,78261.5859375,Erreur: 404 models/gemini-pro is not found for API version
2026-02-01 13:25:30.368880,BTC-USD,78665.734375,Erreur: 404 models/gemini-pro is not found for API version
2026-02-01 13:56:25.849786,BTC-USD,78255.2421875,Erreur: 404 models/gemini-pro is not found for API version
2026-02-01 14:18:08.849599,BTC-USD,78137.0703125,Erreur: 404 models/gemini-pro is not found for API version
2026-02-01 14:47:09.451544,BTC-USD,77876.7890625,Erreur: 404 models/gemini-pro is not found for API version
2026-02-01 15:00:14.872244,BTC-USD,78235.7265625,Erreur: 404 models/gemini-pro is not found for API version
2026-02-01 15:27:01.077630,BTC-USD,77408.3984375,Erreur: 404 models/gemini-pro is not found for API version
2026-02-01 15:46:10.705239,BTC-USD,77128.78125,Erreur: 404 models/gemini-pro is not found for API version
2026-02-01 15:58:31.597988,BTC-USD,77487.3203125,Erreur: 404 models/gemini-pro is not found for API version
2026-02-01 16:24:53.402157,BTC-USD,77129.796875,Erreur: 404 models/gemini-pro is not found for API version
2026-02-01 16:52:02.430188,BTC-USD,77244.4375,Erreur: 404 models/gemini-pro is not found for API version
2026-02-01 17:15:03.448392,BTC-USD,77589.8671875,Erreur: 404 models/gemini-pro is not found for API version
2026-02-01 17:43:37.239943,BTC-USD,77370.1875,Erreur: 404 models/gemini-pro is not found for API version
2026-02-01 17:58:19.999803,BTC-USD,77638.4765625,Erreur: 404 models/gemini-pro is not found for API version
2026-02-01 18:28:49.651224,BTC-USD,77985.7265625,Erreur: 404 models/gemini-pro is not found for API version
2026-02-01 18:59:45.445440,BTC-USD,77732.5625,Erreur: 404 models/gemini-pro is not found for API version
2026-02-01 19:24:21.013774,BTC-USD,77685.4921875,Erreur: 404 models/gemini-pro is not found for API version
2026-02-01 19:42:48.412881,BTC-USD,77523.0703125,Erreur: 404 models/gemini-pro is not found for API version
2026-02-01 19:55:09.547677,BTC-USD,77243.8046875,Erreur: 404 models/gemini-pro is not found for API version
2026-02-01 20:12:36.901376,BTC-USD,77067.921875,Erreur: 404 models/gemini-pro is not found for API version
2026-02-01 20:43:41.413793,BTC-USD,77470.4375,Erreur: 404 models/gemini-pro is not found for API version
2026-02-01 20:59:00.742743,BTC-USD,77071.4140625,Erreur: 404 models/gemini-pro is not found for API version
2026-02-01 21:21:05.242269,BTC-USD,76697.1640625,Erreur: 404 models/gemini-pro is not found for API version
2026-02-01 21:42:47.909064,BTC-USD,77046.3203125,Erreur: 404 models/gemini-pro is not found for API version
2026-02-01 21:56:02.959545,BTC-USD,76734.28125,Erreur: 404 models/gemini-pro is not found for API version
2026-02-01 22:13:48.009436,BTC-USD,77189.859375,Erreur: 404 models/gemini-pro is not found for API version
2026-02-01 22:44:49.493949,BTC-USD,77331.7109375,Erreur: 404 models/gemini-pro is not found for API version
2026-02-01 22:59:25.208782,BTC-USD,77235.0859375,Erreur: 404 models/gemini-pro is not found for API version
2026-02-01 23:24:00.007702,BTC-USD,76259.1953125,Erreur: 404 models/gemini-pro is not found for API version
2026-02-01 23:44:33.162673,BTC-USD,77101.5078125,Erreur: 404 models/gemini-pro is not found for API version
2026-02-01 23:58:05.502056,BTC-USD,76918.828125,Erreur: 404 models/gemini-pro is not found for API version
2026-02-02 01:48:25.819992,BTC-USD,77592.34375,Erreur: 404 models/gemini-pro is not found for API version
2026-02-02 04:09:59.728594,BTC-USD,75638.2734375,Erreur: 404 models/gemini-pro is not found for API version
2026-02-02 05:39:30.283497,BTC-USD,74875.734375,Erreur: 404 models/gemini-pro is not found for API version
2026-02-02 06:41:52.695021,BTC-USD,74886.6796875,Erreur: 404 models/gemini-pro is not found for API version
2026-02-02 07:38:34.689886,BTC-USD,76407.46875,Erreur: 404 models/gemini-pro is not found for API version
2026-02-02 08:04:58.698803,BTC-USD,76632.4921875,Erreur: 404 models/gemini-pro is not found for API version
2026-02-02 08:58:14.990938,BTC-USD,76958.1484375,Erreur: 404 models/gemini-pro is not found for API version
2026-02-02 09:42:33.624363,BTC-USD,77354.75,Erreur: 404 models/gemini-pro is not found for API version
2026-02-02 10:29:22.008222,BTC-USD,77498.1328125,Erreur: 404 models/gemini-pro is not found for API version
2026-02-02 11:12:13.258990,BTC-USD,77619.578125,Erreur: 404 models/gemini-pro is not found for API version
2026-02-02 11:51:16.639366,BTC-USD,77704.2265625,Erreur: 404 models/gemini-pro is not found for API version
2026-02-02 12:30:28.457844,BTC-USD,78085.4921875,Erreur: 404 models/gemini-pro is not found for API version
2026-02-02 13:42:01.600985,BTC-USD,77914.90625,Erreur: 404 models/gemini-pro is not found for API version
2026-02-02 14:27:16.116621,BTC-USD,78025.5859375,Erreur: 404 models/gemini-pro is not found for API version
2026-02-02 15:06:29.685381,BTC-USD,77711.8046875,Erreur: 404 models/gemini-pro is not found for API version
2026-02-02 15:48:44.915661,BTC-USD,78982.1171875,Erreur: 404 models/gemini-pro is not found for API version
2026-02-02 16:17:13.458651,BTC-USD,79087.40625,Erreur: 404 models/gemini-pro is not found for API version
2026-02-02 17:03:15.860051,BTC-USD,78650.59375,Erreur: 404 models/gemini-pro is not found for API version
2026-02-02 17:52:03.950235,BTC-USD,78934.78125,Erreur: 404 models/gemini-pro is not found for API version
